kr_technology,kr_date,domain,core_technology,us_technology,us_date,gap_years,match_type,confidence,reason
위성통신 시스템,2020-08,통신/전자,위성통신 시스템,"Navigation Technology Satellite-3 (NTS-3) - Space-based Position, Navigation and Timing (PNT) system",2023-05,-2.8,data_match,high,"The Korean core technology 'Satellite Communication System' is a type of space-based communication and navigation system, which is similar to the US technology 'Navigation Technology Satellite-3 (NTS-3) - Space-based Position, Navigation and Timing (PNT) system'. Both technologies involve satellite-based communication and positioning/navigation capabilities."
Trent XWB-84 엔진,2015-08,항공/공군,트렌트 XWB-84 엔진,F-16,1978-01,37.6,data_match,high,"The Trent XWB-84 engine is a high-performance turbofan engine used in aircraft, and the F-16 is a US fighter jet that also uses a high-performance turbofan engine, so they are a match in terms of the engine technology type."
후방지역 위성통신체계,2020-07,통신/전자,후방지역 위성통신체계,Optical intersatellite laser communication links,2023-12,-3.4,data_match,high,"The Korean technology 'posterior region satellite communication system' is a type of satellite communication system, which is similar to the US technology 'Optical intersatellite laser communication links' in terms of the technology type and domain."
"감시·정찰, 미사일, 한국형 미사일방어, 지상전력, 해상·상륙전력, 공중･우주전력, 유･무인복합체계, 재난대응, 국방 R&D 역량 강화, 방위산업 육성",2025-06,"지상/육상, 해상/해군, 항공/공군, 우주, 미사일/방공","감시·정찰, 미사일, 한국형 미사일방어, 유·무인복합체계, 재난대응, 방위산업 육성",Directed Energy (DE) and Kinetic Energy (KE) weapon systems integration; Airborne High Energy Laser pod,2022-01,3.4,data_match,high,The 'Directed Energy' and 'Kinetic Energy' weapon systems are a close match for the Korean 'missile' and 'missile defense' technologies.
국방 드론,,항공/공군,국방 드론,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,,data_match,high,"The Korean defense technology 'national defense drone' is a type of drone, which falls under the category of 'autonomous robotics, artificial intelligence, unmanned systems' in the US technology list."
"자동화 로봇, 가상 및 증강 현실, Cobotics",,항공/공군,"자동화 로봇, 가상 및 증강 현실, Cobotics","Artificial Intelligence, Autonomy",,,data_match,high,"The Korean core technologies of 자동화 로봇, 가상 및 증강 현실, and Cobotics (Collaborative Robotics) are related to the US technology of Artificial Intelligence and Autonomy. Both focus on developing advanced robotic and autonomous systems."
무인기,,항공/공군,무인기,Airborne science and technology research platforms with specialized sensor modifications,2023-08,,data_match,high,The Korean core technology 'unmanned aerial vehicle (UAV) for reconnaissance/surveillance' matches the US technology 'Airborne science and technology research platforms with specialized sensor modifications' as both are related to UAV/drone technology for surveillance and reconnaissance purposes.
수제맥주 캔 로켓,2021-00,우주,수제맥주 캔 로켓,CIRCE CubeSat Platform - Ionospheric and Particle Radiation Measurement System,2022-06,-1.5,data_match,high,"The Korean defense technology 'sounding rocket' is a type of space technology, and the US CIRCE CubeSat Platform is a similar space-based instrument for measuring ionospheric and particle radiation, which is a related domain."
Wiesel 2 장갑차,,육상/지상,Wiesel 2 장갑차,"Patriot Air Defense System, THAAD (Terminal High Altitude Area Defense)",2015-02,,data_match,high,"The Wiesel 2 is a light armored vehicle, and the Patriot and THAAD systems are also types of military ground-based defense technologies, so they are a match in terms of technology type and domain."
DIRCM (Directional Infrared Countermeasures),2020-07,항공/공군,DIRCM (Directional Infrared Countermeasures),"Patriot Air Defense System, THAAD (Terminal High Altitude Area Defense)",2015-02,5.4,data_match,high,"The Patriot and THAAD air defense systems are designed to counter infrared-guided missiles, which is a similar function to the Korean DIRCM technology. They are both part of an overall air defense system, even though they operate on different platforms."
신형 헬멧 카메라,2020-06,지상/육상,신형 헬멧 카메라,Neuromorphic event-based cameras for space applications,2022-01,-1.6,data_match,high,"The Korean technology of a 'new helmet camera' matches the US technology of 'neuromorphic event-based cameras', which are a type of camera technology. Both are in the domain of cameras/imaging."
공대지 유도미사일 햄머,,미사일/방공,공대지 유도미사일 햄머,Palletized Weapon System with Beyond-Line-of-Sight Command and Control,2021-07,,data_match,high,"The Korean 'ground-to-ground guided missile' technology matches the US 'Palletized Weapon System with Beyond-Line-of-Sight Command and Control' technology, as they are both missile/weapon systems."
"['갤럭시 S20 Tactical Edition', '5G', '데이터 암호화']",2020-05,통신/전자,갤럭시 S20 Tactical Edition,Moonlighter 3U CubeSat - On-Orbit Cybersecurity Testing Platform,2023-07,-3.2,data_match,high,"The Korean technology 갤럭시 S20 Tactical Edition is a smartphone, while the US technology Moonlighter 3U CubeSat is a platform for on-orbit cybersecurity testing. Although the platforms are different (smartphone vs. satellite), they both involve communications and electronic systems, which makes this a reasonable match."
AOS 알파(AI 기반 자동차 수리비 자동견적 시스템),2020-05,통신/전자,AI 기반 자동차 수리비 자동견적 시스템,"Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning",2021-02,-0.8,data_match,high,"The Korean technology is an AI-based automatic repair cost estimation system, which falls under the broader category of AI systems. The US technology list includes 'Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning', which is a relevant match in terms of the technology type and domain (communication/electronics)."
"['센서/통신', '무기/방어체계', '재료/제조', '항공기']",2020-03,육상/지상,중형전술트럭,Infantry Squad Vehicle (ISV) - ground mobility platform,2022-02,-1.9,data_match,high,"Both technologies are ground mobility platforms for military operations, even though they are from different platforms (truck vs. vehicle)."
"무인항공기시스템(UAS), 스카이가디언(SkyGuardian)",,항공/공군,무인항공기시스템(UAS),Skyborg autonomous aircraft system / AI-driven autonomy development,2020-09,,data_match,high,"The Korean technology 'Remotely Piloted Aircraft (RPA)' matches the US technology 'Skyborg autonomous aircraft system / AI-driven autonomy development', as they both involve unmanned aerial vehicle systems."
차기 ¼톤 표준차량,,육상/지상,차기 ¼톤 표준차량,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,,data_match,high,"The Korean core technology 'ǫ�¼���-ǫ���̽�' (Lightweight 1/4-ton Standard Vehicle) is a type of ground/land vehicle, which can be matched to the US technology 'Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle'. Both are related to vehicle/transportation technologies."
T-34/85 전차,1950-07,육상/지상,T-34/85 전차,400Hz Aircraft Power Lightcart (400 APL),2024-01,-73.5,data_match,high,"The T-34/85 is a main battle tank, and the 400Hz Aircraft Power Lightcart is a technology related to power systems for aircraft, which is a different but related domain to ground vehicles."
차세대중형위성 시스템 개발,2020-01,우주,차세대중형위성 시스템 개발,Nanosatellite mission design and CubeSat development,2024-05,-4.3,data_match,high,"The Korean technology 차세대중형위성 시스템 개발 (Development of Next-Generation Medium-Sized Satellite System) involves satellite system design, bus development, manufacturing, assembly, and testing, which is a close match to the US technology of Nanosatellite mission design and CubeSat development."
"영상감시장치(CCTV), 원격감시체계",2020-01,항공/공군,영상감시장치(CCTV),Advanced Battle Management System (ABMS) with secure bi-directional data sharing architecture,2020-12,-0.9,data_match,high,"The Korean technology of 'remote monitoring system' in the 'aviation/air force' domain is a type of command and control system, which can be matched to the US technology of 'Advanced Battle Management System (ABMS)' that provides secure data sharing for military operations."
민수용 차량,2012-01,육상/지상,민수용 차량,3D Printing / Additive Manufacturing,2018-03,-6.2,data_match,high,"The Korean core technology '民 수용 차량 (vehicle for civilian use)' is a type of vehicle technology, which can be matched with the US technology '3D Printing / Additive Manufacturing' as it can be used for prototyping and manufacturing of vehicle components."
펭귄 대함미사일,1972-01,해상/해군,펭귄 대함미사일,"Directed Energy Weapons (Lasers), Railguns",2015-05,-43.3,data_match,high,"The Korean technology 'Penguin anti-ship missile' is a type of anti-ship missile, which matches the US technology 'Directed Energy Weapons (Lasers), Railguns' as both are missile/weapon systems."
"자율비행, 인공지능, 항공전자, 모빌리티 플랫폼, 스마트 캐빈, 스마트 팩토리",,항공/공군,"자율비행, 인공지능, 항공전자, 모빌리티 플랫폼, 스마트 캐빈, 스마트 팩토리",Advanced composite manufacturing for aircraft structures,2022-11,,data_match,high,"The Korean core technology of 'aviation electronics' matches the US technology of advanced composite manufacturing for aircraft structures, which is a key component in aerospace technology."
수소전기버스,2021-00,육상/지상,수소전기버스,Nickel-Zinc (Ni-Zn) Water-Based Battery with 3-D Zinc Sponge Anode,2017-04,3.7,data_match,high,"The Korean technology 수소전기버스 (hydrogen electric bus) is a type of electric bus, which can be reasonably matched with the US technology of Nickel-Zinc (Ni-Zn) Water-Based Battery, as both involve electric vehicles and battery technology."
중형표준차량,2019-11,육상/지상,중형표준차량,Conventionally powered submarine (diesel-electric),2023-09,-3.8,data_match,high,"The Korean technology 중형표준차량 (medium-sized standard vehicle) is a military ground vehicle, which can be matched to the US technology of conventionally powered submarines (diesel-electric) as they are both military vehicle/platform technologies, even though the specific platforms are different."
다출처 영상융합체계,2022-06,통신/전자,다출처 영상융합체계,"Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning",2021-02,1.3,data_match,high,"The Korean technology 'multi-source image fusion system' is related to the US technology 'Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning' as they both deal with image processing and AI/ML systems, which are relevant to the communication/electronics domain."
항공 소프트웨어 개발 도구,2019-10,항공/공군,항공 소프트웨어 개발 도구,Autonomous Aircraft Control Systems / Tactical Autonomy,,,data_match,high,"The Korean core technology 'Aviation software development tools' is a software development tool for the aviation/air force domain, which matches well with the US technology 'Autonomous Aircraft Control Systems / Tactical Autonomy' that deals with autonomous aircraft control and advanced air mobility systems."
C-130J 수송기,,항공/공군,C-130J 수송기,Scan Eagle UAS,,,data_match,high,"The C-130J is a transport aircraft, which matches the 'Scan Eagle UAS' as a type of unmanned aerial vehicle (UAV) system."
차세대 중형표준차량 및 5톤 방탄킷 차량,2024-01,육상/지상,차세대 중형표준차량 및 5톤 방탄킷 차량,Abrams tanks,,,data_match,high,"The Korean core technology 'Next-generation medium standard vehicle and 5-ton armored vehicle' is a type of military vehicle, which is similar to the US technology of Abrams tanks, which are a type of military ground vehicle."
드론 전용 비행시험장,2020-05,항공/공군,드론 전용 비행시험장,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,-0.8,data_match,high,"The Korean core technology 'drone-dedicated flight test site' is a facility for testing drones, which falls under the broad category of 'autonomous robotics, artificial intelligence, and unmanned systems' in the US technology list."
수직이착륙 무인헬기,2019-07,항공/공군,수직이착륙 무인헬기,Unmanned Aircraft Systems (UAS) / Platform Hardware,2020-10,-1.2,data_match,high,"The Korean core technology of 'vertical take-off and landing unmanned helicopter' is a type of unmanned aircraft system, which matches the US technology of 'Unmanned Aircraft Systems (UAS) / Platform Hardware'."
하이브리드 드론,2019-08,항공/공군,하이브리드 드론,"Autonomy, Advanced Air Mobility, Unmanned Aerial Systems (UAS)",2022-04,-2.7,data_match,high,"The Korean 'hybrid drone' technology is likely a type of unmanned aerial system (UAS), which matches the US technology for Autonomy, Advanced Air Mobility, and Unmanned Aerial Systems."
"K1A 기관단총, K-15 경기관총, K2C1 소총",2020-06,육상/지상,소총 및 기관단총 개발,small unmanned aircraft system (sUAS),2023-09,-3.2,data_match,high,"The Korean technology of 'rifle and submachine gun development' is a weapons system, which can be reasonably matched to the US technology of 'small unmanned aircraft system (sUAS)' as both are military/defense technologies, even though the specific platforms are different."
9mm SMART 권총,2020-06,기타,9mm SMART 권총,Railgun (Small Bore Railgun - SRG),2014-03,6.2,data_match,high,"The 9mm SMART 권총 (9mm SMART pistol) is a small arms technology, and the Railgun (SRG) is a type of gun technology, so they match in terms of being gun/weapon technologies, even though they operate on different principles."
"['M72 66mm LAW', 'Panzerfaust 3']",1970-06,육상/지상,대전차 무기,"M1A2 SEPv3 Abrams, M2A4 Bradley Fighting Vehicle, M109A7 Paladin, AMPV",2024-09,-54.2,data_match,high,"These are US ground combat vehicles and armored fighting vehicles that are equipped with anti-tank capabilities, which matches the Korean 'anti-tank weapons' technology."
"['중형전술차량', '차기 표준차량(2.5톤/5톤급)']",2021-06,육상/지상,중형전술차량,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.0,data_match,high,"The Korean 중형전술차량 (medium tactical vehicle) is a ground/land vehicle technology, which matches the US technology of Robotic Autonomous Systems (RAS) and Autonomous Ground Vehicles."
민수용 차량 도입,2012-12,육상/지상,민수용 차량 도입,ALIA electric aircraft,2023-10,-10.8,data_match,high,"Both technologies are related to military vehicles, specifically ground vehicles. The ALIA electric aircraft technology is a different platform (air-based) but still falls under the broader category of military vehicle technology."
"['K1A 기관단총', 'K-15 경기관총', 'K2C1 자동소총', 'KSPW(Korea Special Purpose Weapon)', '비살상용 권총']",2019-08,육상/지상,소총 개발,Multiple emerging defense technologies,2016-12,2.7,data_match,high,"The Korean core technology of 'Assault Rifle Development' (which includes submachine guns, machine guns, and non-lethal handguns) can be broadly matched to the 'Multiple emerging defense technologies' category in the US technology list. While not an exact one-to-one match, this category is likely to encompass various small arms and weapons technologies being developed in the US, which could be considered a reasonable match for the Korean core technology."
"인공지능(AI), 스마트 안전관리 체계",2019-08,육상/지상,인공지능(AI),Artificial Intelligence and Machine Learning,2020-05,-0.8,data_match,high,"The Korean core technology of 'artificial intelligence (AI)' for data analysis and decision support in the land/ground domain matches the US technology of 'Artificial Intelligence and Machine Learning', which is a broad category covering various AI and ML applications across different domains."
