kr_technology,kr_date,domain,core_technology,us_technology,us_date,gap_years,match_type,confidence,reason
수소연료전지 기반 수송드론,,항공/공군,수소연료전지,autonomous and artificial intelligence (AI)-enabled sensing systems,2024-03,,data_match,high,수송드론의 '수소연료전지' 기술은 미국의 자율 및 AI 기반 감지 시스템 기술과 밀접하게 일치합니다. 이는 고급 감지 기능을 갖춘 자율 드론 및 기타 무인항공기를 포함할 수 있습니다.
AMCM의 MAK-4 프린터,2021-06,우주,적층 제조(3D 프린팅),3D printing of composite polymer parts with chopped fiber reinforcement,2019-07,1.9,data_match,high,"한국의 핵심 기술 '적층 제조(3D 프린팅)'는 미국의 '섬유 강화 복합 폴리머 부품의 3D 프린팅' 기술과 일치합니다. 두 기술 모두 3D 프린팅 기술을 사용하므로, 항공우주/우주 분야에 적용할 수 있는 관련 기술입니다."
수소 연료전지 드론,2021-01,항공/공군,수소 연료전지,Ultra Long-Endurance Unmanned Air System (ULTRA),,,data_match,high,한국의 핵심 기술 '수소연료전지'를 이용한 '드론' 기술은 미국의 '초장기 지속 무인 항공 시스템(ULTRA)' 기술과도 일치합니다. 이 모두 드론 기술과 관련이 있습니다.
M-346 고급 제트 훈련기,2021-01,항공/공군,M-346 고급 제트 훈련기,tactical unmanned aerial systems,,,data_match,high,M-346은 전술 무인 항공기 체계(UAS)의 일종으로 훈련 목적으로 사용되는 제트 교육용 항공기입니다.
메타구조 기반 전자식 위성통신 안테나,2021-01,통신/전자,메타구조 기반 전자식 위성통신 안테나,Carbon nanotube radio frequency technology (>100GHz),2019-11,1.2,data_match,high,"한국 기술은 위성 통신 안테나이고, 미국 기술은 관련 탄소 나노튜브 RF 기술로, 위성 및 기타 고주파 통신 응용 분야에 사용될 수 있습니다."
"['데이터 보안 공유', 'F-22', 'F-35', 'XQ-58A 발키리', '네트워크']",2020-12,항공/공군,데이터 보안 공유,Machine Learning Algorithms for Cybersecurity / Adversarial Robustness,2019-10,1.2,data_match,high,미국 목록의 '사이버 보안을 위한 기계 학습 알고리즘 / 적대적 강건성' 기술은 한국의 '네트워크 보안 공유' 기술과 매우 유사합니다. 둘 다 첨단 알고리즘과 기술을 사용하여 데이터/네트워크 보안을 다룹니다.
수소 충전 인프라,2021-03,기타,수소 충전 인프라,Level 3 DC Fast Charging Station for Electric Aircraft,2023-09,-2.5,data_match,high,"수소 추출기, 압축기 및 디스펜서를 포함하는 한국의 '수소 충전 인프라' 핵심 기술은 전기 항공기를 위한 'Level 3 DC 급속 충전소' 미국 기술과 매우 유사합니다. 둘 다 첨단 운송 시스템의 연료 공급/충전 인프라와 관련이 있습니다."
LTE-R 활용 한국형 열차신호시스템 (KTCS-2),2022-06,통신/전자,LTE-R 활용 한국형 열차신호시스템,Patriot air defense system,2022-11,-0.4,data_match,high,"패트리어트 방공 시스템은 탄도 미사일을 추적하고 요격하는 데 사용되는 미국 군사 기술이며, 이는 철도 통신 및 제어에 사용되는 한국의 LTE-R 열차 신호 시스템과 유사합니다. 둘 다 각자의 영역에서 중요한 방어 기술입니다."
"첨단 무기체계, 주요 구성품",,육상/지상,첨단 무기체계,Unmanned Aerial Vehicle (UAV),2023-07,,data_match,high,한국의 '일급 무기 체계' 기술은 무인 항공기(UAV)를 포함한 첨단 무기 시스템과 관련될 가능성이 높습니다. 미국의 UAV 기술은 한국의 '일급 무기 체계' 기술과 적절히 매칭될 수 있습니다.
열영상 도트복합조준장비,2020-12,지상,열영상 도트복합조준장비,autonomous and artificial intelligence (AI)-enabled sensing systems,2024-03,-3.2,data_match,high,"한국의 '열상 점조준 장치'는 감지 시스템의 한 유형으로 보이며, 이는 자율 및 AI 지원 감지 시스템인 미국 기술과 잠재적으로 매칭될 수 있습니다."
고체 리튬 배터리,,해상/해군,고체 리튬 배터리,"nano-structured materials for energy storage, catalysis, and sensors",2011-09,,data_match,high,"한국의 '리튬 고체 전지' 핵심 기술은 에너지 저장 기술의 한 유형이며, 미국의 '에너지 저장을 위한 나노구조 소재' 기술은 기술 유형 및 분야 면에서 적절한 매칭이 가능합니다."
초연결 기반 스마트 개인감시체계,2021-01,통신/전자,초연결 기반 스마트 개인감시체계,"Radio Frequency Sensing, Sensor Fusion, Autonomous Aircraft Teaming",,,data_match,high,"한국 기술 '초기 감시 네트워크 시스템'은 무선 주파수 감지, 센서 융합 및 자율 시스템과 관련이 있으며, 이는 미국 기술 '무선 주파수 감지, 센서 융합, 자율 항공기 팀워크'가 다루는 기능과 일치합니다."
무선통신장비,2020-11,통신/전자,무선통신장비,RADAR,1922-09,98.2,data_match,high,한국 핵심 기술 무선통신장비는 방위 응용 분야에서 사용되는 무선 통신 시스템인 미국 기술 RADAR와 일반적으로 매칭될 수 있는 범주입니다.
차세대 군용차 표준 플랫폼,2024-01,육상/지상,차세대 군용차 표준 플랫폼,Autonomous technologies,2024-01,0.0,data_match,high,한국의 핵심 기술인 '차세대 군용차 표준 플랫폼'은 미국의 '자율 기술' 목록에 나열된 기술과 일치하는 차량 플랫폼 기술입니다. 두 기술 모두 군용 차량의 첨단 자율 기능과 관련이 있습니다.
"['스마트폰 연동 전투지휘체계', '자폭 드론', '자율주행 무인차량']",2021-06,통신/전자,"스마트폰 연동 전투지휘체계, 자폭 드론, 자율주행 무인차량",Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.0,data_match,high,한국의 '자율 주행 무인 차량' 기술은 자율 주행 지상 차량 기술을 다루는 미국의 '로봇 자율 시스템(RAS) / 자율 지상 차량' 기술과 일치합니다.
소형무인기 대응체계,2025-01,항공/공군,소형무인기 대응체계,missile defense systems,2022-01,3.0,data_match,high,"한국의 '소형 무인 항공기 방어 시스템' 기술은 소형 드론을 탐지하고 대응할 수 있는 레이더, 센서, 전자전 기술을 포함하며, 이는 미국의 '미사일 방어 시스템' 기술과 유사합니다."
티토믹 키네틱 퓨전,,우주,"티토믹 키네틱 퓨전 (Titomic Kinetic Fusion®, TKF)",CubeSat nanosatellite development and design,2023-05,,data_match,high,두 기술 모두 위성 및 우주 기술 개발과 관련이 있습니다.
수소전기트럭,2020-10,육상/지상,수소연료전지,Level 3 DC Fast Charging Station for Electric Aircraft,2023-09,-2.9,data_match,high,한국의 수소 전기 트럭에 사용되는 수소 연료 전지 기술은 전기 항공기 충전소 기술과 연관될 수 있는 전기 차량 기술의 일종입니다.
차세대 전술트럭,2020-09,육상/지상,차세대 전술트럭,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.8,data_match,high,미국의 '로봇 자율 시스템(RAS) / 자율 지상 차량' 기술은 한국의 '차세대 전술 트럭' 기술과 잘 매칭됩니다. 두 기술 모두 자율/로봇 지상 차량과 관련이 있습니다.
양자암호통신,2021-12,통신/전자,양자암호통신,Quantum-confined semiconductor infrared detectors and lasers,2013-09,8.2,data_match,high,"한국의 '양자 암호 통신' 기술은 양자 효과를 활용하는 다양한 애플리케이션, 특히 통신 및 센싱에 사용되는 미국의 '양자 구속 반도체 적외선 검출기 및 레이저' 기술과 유사합니다."
"무인잠수정(UUV), 센서 처리 및 활용 기술",2020-09,해상/해군,"무인잠수정(UUV), 센서 처리 및 활용 기술",Robotics and Autonomy Research,2021-02,-0.4,data_match,high,한국의 '무인 수중 차량(UUV) 및 센서 처리 및 활용' 기술은 자율 시스템 및 로봇 플랫폼 연구를 다루는 미국의 '로봇공학 및 자율성 연구' 기술과 관련이 있습니다.
컴뱃셔츠,2011-06,육상/지상,컴뱃셔츠,Autonomous Aircraft Control Systems / Tactical Autonomy,,,data_match,high,"한국의 '컴뱃셔츠' 기술은 군사 및 방어 응용 분야와 관련이 있으며, 이는 미국의 '자율 항공기 제어 시스템 / 전술 자율성' 기술과 합리적으로 매칭될 수 있습니다."
수소전기트램,2021-12,지상,수소전기트램,Electric Ground Power Unit (EGPU) with commercial battery electric technology,2023-08,-1.7,data_match,high,"한국의 '수소 전기 트램' 기술은 전기 추진 시스템을 포함하는 전기 차량의 일종이며, 이는 미국의 '상용 배터리 전기 기술을 포함하는 전기 지상 전원 장치(EGPU)'와 합리적으로 매칭될 수 있습니다."
위성통신 시스템,2020-08,통신/전자,위성통신 시스템,"Navigation Technology Satellite-3 (NTS-3) - Space-based Position, Navigation and Timing (PNT) system",2023-05,-2.8,data_match,high,"한국의 핵심 기술 '위성 통신 시스템'은 미국의 기술 'Navigation Technology Satellite-3 (NTS-3) - Space-based Position, Navigation and Timing (PNT) system'과 유사한 우주 기반 통신 및 내비게이션 시스템입니다. 두 기술 모두 위성 기반 통신 및 위치 확인/내비게이션 기능을 포함합니다."
Trent XWB-84 엔진,2015-08,항공/공군,트렌트 XWB-84 엔진,F-16,1978-01,37.6,data_match,high,"Trent XWB-84 엔진은 항공기에 사용되는 고성능 터보팬 엔진이고, F-16은 고성능 터보팬 엔진을 사용하는 미국의 전투기이므로, 엔진 기술 유형 면에서 서로 부합합니다."
후방지역 위성통신체계,2020-07,통신/전자,후방지역 위성통신체계,Optical intersatellite laser communication links,2023-12,-3.4,data_match,high,"한국의 기술 '후방 지역 위성 통신 시스템'은 위성 통신 시스템의 한 유형으로, 미국의 기술 '광학 위성 간 레이저 통신 링크'와 기술 유형 및 분야에서 유사합니다."
"감시·정찰, 미사일, 한국형 미사일방어, 지상전력, 해상·상륙전력, 공중･우주전력, 유･무인복합체계, 재난대응, 국방 R&D 역량 강화, 방위산업 육성",2025-06,"지상/육상, 해상/해군, 항공/공군, 우주, 미사일/방공","감시·정찰, 미사일, 한국형 미사일방어, 유·무인복합체계, 재난대응, 방위산업 육성",Directed Energy (DE) and Kinetic Energy (KE) weapon systems integration; Airborne High Energy Laser pod,2022-01,3.4,data_match,high,'직접 에너지' 및 '운동 에너지' 무기 시스템은 한국의 '미사일' 및 '미사일 방어' 기술과 밀접하게 부합합니다.
국방 드론,,항공/공군,국방 드론,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,,data_match,high,"한국의 국방 기술 '국방 드론'은 드론의 한 유형으로, 미국 기술 목록의 '자율 로봇, 가상 및 증강 현실, 무인 시스템' 범주에 속합니다."
"자동화 로봇, 가상 및 증강 현실, Cobotics",,항공/공군,"자동화 로봇, 가상 및 증강 현실, Cobotics","Artificial Intelligence, Autonomy",,,data_match,high,"한국의 핵심 기술인 자동화 로봇, 가상 및 증강 현실, 그리고 Cobotics (Collaborative Robotics)는 미국의 인공 지능 및 자율성 기술과 관련이 있습니다. 두 기술 모두 첨단 로봇 및 자율 시스템 개발에 초점을 맞추고 있습니다."
무인기,,항공/공군,무인기,Airborne science and technology research platforms with specialized sensor modifications,2023-08,,data_match,high,한국의 핵심 기술 '정찰/감시용 무인 항공기(UAV)'는 미국의 기술 '특수 센서 개조가 포함된 항공 과학 및 기술 연구 플랫폼'과 일치합니다. 두 기술 모두 감시 및 정찰 목적의 UAV/드론 기술과 관련이 있습니다.
수제맥주 캔 로켓,2021-00,우주,수제맥주 캔 로켓,CIRCE CubeSat Platform - Ionospheric and Particle Radiation Measurement System,2022-06,-1.5,data_match,high,"한국의 국방 기술 '탐사 로켓'은 우주 기술의 한 유형이며, 미국의 CIRCE CubeSat 플랫폼은 이온층 및 입자 방사선을 측정하는 유사한 우주 기반 기기로, 관련 분야에 속합니다."
Wiesel 2 장갑차,,육상/지상,Wiesel 2 장갑차,"Patriot Air Defense System, THAAD (Terminal High Altitude Area Defense)",2015-02,,data_match,high,"Wiesel 2는 경장갑차이고, Patriot 및 THAAD 시스템 또한 군사용 지상 방어 기술의 한 유형이므로, 기술 유형 및 분야 면에서 서로 부합합니다."
DIRCM (Directional Infrared Countermeasures),2020-07,항공/공군,DIRCM (Directional Infrared Countermeasures),"Patriot Air Defense System, THAAD (Terminal High Altitude Area Defense)",2015-02,5.4,data_match,high,"Patriot와 THAAD 방공 시스템은 적외선 유도 미사일을 격추하도록 설계되었으며, 이는 한국의 DIRCM 기술과 유사한 기능입니다. 두 시스템은 다른 플랫폼에서 작동하지만, 전반적인 방공 시스템의 일부입니다."
신형 헬멧 카메라,2020-06,지상/육상,신형 헬멧 카메라,Neuromorphic event-based cameras for space applications,2022-01,-1.6,data_match,high,"새로운 헬멧 카메라 기술'은 미국의 '신경형태 이벤트 기반 카메라' 기술과 일치하며, 이 둘은 모두 카메라/이미징 분야에 속합니다."
공대지 유도미사일 햄머,,미사일/방공,공대지 유도미사일 햄머,Palletized Weapon System with Beyond-Line-of-Sight Command and Control,2021-07,,data_match,high,"한국의 '지대지 유도 미사일' 기술은 미국의 '시야 밖 명령 및 제어 팔레트화된 무기 시스템' 기술과 일치하며, 이 둘은 모두 미사일/무기 시스템입니다."
"['갤럭시 S20 Tactical Edition', '5G', '데이터 암호화']",2020-05,통신/전자,갤럭시 S20 Tactical Edition,Moonlighter 3U CubeSat - On-Orbit Cybersecurity Testing Platform,2023-07,-3.2,data_match,high,"한국 기술 Galaxy S20 Tactical Edition은 스마트폰이고, 미국 기술 Moonlighter 3U CubeSat은 궤도상 사이버 보안 테스트를 위한 플랫폼입니다. 플랫폼은 다르지만 둘 다 통신 및 전자 시스템을 포함하므로 적절한 일치점이 있습니다."
AOS 알파(AI 기반 자동차 수리비 자동견적 시스템),2020-05,통신/전자,AI 기반 자동차 수리비 자동견적 시스템,"Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning",2021-02,-0.8,data_match,high,"한국 기술은 AI 기반 자동 수리 비용 추정 시스템이며, 이는 AI 시스템의 더 넓은 범주에 속합니다. 미국 기술 목록에는 '클라우드 컴퓨팅 인프라, 전장 사물 인터넷(IoBT), 인공 지능/기계 학습'이 포함되어 있어 기술 유형 및 분야(통신/전자)에서 적절한 일치점이 있습니다."
"['센서/통신', '무기/방어체계', '재료/제조', '항공기']",2020-03,육상/지상,중형전술트럭,Infantry Squad Vehicle (ISV) - ground mobility platform,2022-02,-1.9,data_match,high,두 기술 모두 군사 작전을 위한 지상 이동 플랫폼이지만 다른 플랫폼(트럭 vs. 차량)에서 제공됩니다.
"무인항공기시스템(UAS), 스카이가디언(SkyGuardian)",,항공/공군,무인항공기시스템(UAS),Skyborg autonomous aircraft system / AI-driven autonomy development,2020-09,,data_match,high,"한국 기술 '원격 조종 항공기(RPA)'는 미국 기술 'Skyborg 자율 항공기 시스템/AI 기반 자율성 개발'과 일치하며, 이 둘 모두 무인 항공기 시스템과 관련이 있습니다."
차기 ¼톤 표준차량,,육상/지상,차기 ¼톤 표준차량,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,,data_match,high,"한국 핵심 기술 '경량 1/4톤 표준 차량'은 지상/육상 차량의 일종이며, 미국 기술 '로봇 자율 시스템(RAS)/자율 지상 차량'과 일치합니다. 둘 다 차량/운송 기술과 관련이 있습니다."
T-34/85 전차,1950-07,육상/지상,T-34/85 전차,400Hz Aircraft Power Lightcart (400 APL),2024-01,-73.5,data_match,high,"T-34/85는 주력 전차이고, 400Hz 항공기 전원 경량 수레는 항공기 전원 시스템과 관련된 기술로, 이는 지상 차량과는 다른 but 관련된 분야입니다."
차세대중형위성 시스템 개발,2020-01,우주,차세대중형위성 시스템 개발,Nanosatellite mission design and CubeSat development,2024-05,-4.3,data_match,high,"한국 기술 '차세대 중형 위성 시스템 개발'은 위성 시스템 설계, 버스 개발, 제조, 조립 및 테스트를 포함하며, 이는 미국 기술인 나노위성 임무 설계 및 CubeSat 개발과 매우 유사합니다."
"영상감시장치(CCTV), 원격감시체계",2020-01,항공/공군,영상감시장치(CCTV),Advanced Battle Management System (ABMS) with secure bi-directional data sharing architecture,2020-12,-0.9,data_match,high,"한국 기술인 '항공/공군' 분야의 '원격 모니터링 시스템'은 지휘 및 통제 시스템의 일종이며, 이는 군사 작전을 위한 안전한 데이터 공유를 제공하는 미국 기술인 '고급 전투 관리 시스템(ABMS)'와 일치할 수 있습니다."
민수용 차량,2012-01,육상/지상,민수용 차량,3D Printing / Additive Manufacturing,2018-03,-6.2,data_match,high,"한국의 핵심기술 '民 수용 차량 (vehicle for civilian use)'은 차량 부품의 시제품 제작 및 제조에 활용할 수 있는 기술로, 미국의 '3D 프린팅 / 적층 제조' 기술과 연계될 수 있습니다."
펭귄 대함미사일,1972-01,해상/해군,펭귄 대함미사일,"Directed Energy Weapons (Lasers), Railguns",2015-05,-43.3,data_match,high,"한국의 기술 '펭귄 대함 미사일'은 미사일/무기 체계의 한 종류로, 미국의 '지향성 에너지 무기 (레이저), 레일건' 기술과 매칭됩니다."
"자율비행, 인공지능, 항공전자, 모빌리티 플랫폼, 스마트 캐빈, 스마트 팩토리",,항공/공군,"자율비행, 인공지능, 항공전자, 모빌리티 플랫폼, 스마트 캐빈, 스마트 팩토리",Advanced composite manufacturing for aircraft structures,2022-11,,data_match,high,한국의 핵심기술인 '항공전자' 기술은 항공 우주 기술의 핵심 요소인 첨단 복합소재 제조 기술과 연계됩니다.
수소전기버스,2021-00,육상/지상,수소전기버스,Nickel-Zinc (Ni-Zn) Water-Based Battery with 3-D Zinc Sponge Anode,2017-04,3.7,data_match,high,"한국의 기술 수소전기버스 (hydrogen electric bus)는 전기 차량과 배터리 기술을 다루는 기술로, 미국의 니켈-아연 (Ni-Zn) 수성 배터리 기술과 연계될 수 있습니다."
중형표준차량,2019-11,육상/지상,중형표준차량,Conventionally powered submarine (diesel-electric),2023-09,-3.8,data_match,high,"한국의 기술 중형표준차량 (medium-sized standard vehicle)은 군용 지상 차량이며, 이는 미국의 디젤-전기 추진 잠수함 기술과 같은 군용 차량/플랫폼 기술과 연계될 수 있습니다."
다출처 영상융합체계,2022-06,통신/전자,다출처 영상융합체계,"Cloud Computing Infrastructure, Internet of Battlefield Things (IoBT), Artificial Intelligence/Machine Learning",2021-02,1.3,data_match,high,"한국의 기술 '다중 소스 영상 융합 시스템'은 영상 처리와 AI/ML 시스템을 다루는 기술로, 미국의 '클라우드 컴퓨팅 인프라, 전장 사물인터넷 (IoBT), 인공지능/기계 학습' 기술과 관련이 있습니다."
항공 소프트웨어 개발 도구,2019-10,항공/공군,항공 소프트웨어 개발 도구,Autonomous Aircraft Control Systems / Tactical Autonomy,,,data_match,high,"한국의 핵심기술 '항공 소프트웨어 개발 도구'는 항공/공군 분야의 소프트웨어 개발 도구이며, 이는 자율 항공기 제어 시스템 / 전술 자율성 기술과 잘 어울립니다."
C-130J 수송기,,항공/공군,C-130J 수송기,Scan Eagle UAS,,,data_match,high,"C-130J는 수송기이며, '스캔 이글 UAS'는 무인항공기 (UAV) 시스템의 한 종류입니다."
차세대 중형표준차량 및 5톤 방탄킷 차량,2024-01,육상/지상,차세대 중형표준차량 및 5톤 방탄킷 차량,Abrams tanks,,,data_match,high,"한국의 핵심기술 '차세대 중형 표준차량과 5톤 장갑차'는 군용 차량의 한 유형이며, 이는 아브람스 전차와 같은 미국의 군용 지상 차량 기술과 유사합니다."
드론 전용 비행시험장,2020-05,항공/공군,드론 전용 비행시험장,"Autonomous robotics, artificial intelligence, unmanned systems",2021-02,-0.8,data_match,high,"한국의 핵심기술 '드론 전용 비행시험장'은 드론 시험을 위한 시설로, 미국의 '자율 로봇, 인공지능, 무인 시스템' 기술 분류에 포함됩니다."
수직이착륙 무인헬기,2019-07,항공/공군,수직이착륙 무인헬기,Unmanned Aircraft Systems (UAS) / Platform Hardware,2020-10,-1.2,data_match,high,"'수직이착륙 무인헬기'의 한국 핵심 기술은 무인기 시스템의 한 유형으로, 이는 미국의 '무인항공기 시스템(UAS) / 플랫폼 하드웨어' 기술과 일치합니다."
하이브리드 드론,2019-08,항공/공군,하이브리드 드론,"Autonomy, Advanced Air Mobility, Unmanned Aerial Systems (UAS)",2022-04,-2.7,data_match,high,"한국의 '하이브리드 드론' 기술은 무인항공 시스템(UAS)의 한 유형일 가능성이 높으며, 이는 자율성, 첨단 항공 모빌리티 및 무인항공 시스템에 대한 미국의 기술과 일치합니다."
"K1A 기관단총, K-15 경기관총, K2C1 소총",2020-06,육상/지상,소총 및 기관단총 개발,small unmanned aircraft system (sUAS),2023-09,-3.2,data_match,high,"'소총 및 기관단총 개발'이라는 한국의 기술은 무기 시스템이며, 이는 미국의 '소형 무인항공기 시스템(sUAS)'기술과 합리적으로 일치할 수 있습니다. 두 기술 모두 군사/방위 기술이지만 구체적인 플랫폼은 다릅니다."
9mm SMART 권총,2020-06,기타,9mm SMART 권총,Railgun (Small Bore Railgun - SRG),2014-03,6.2,data_match,high,"9mm SMART 권총과 레일건(SRG)은 각각 소화기 기술과 총기 기술이므로, 작동 원리는 다르지만 총기/무기 기술이라는 점에서 일치합니다."
"['M72 66mm LAW', 'Panzerfaust 3']",1970-06,육상/지상,대전차 무기,"M1A2 SEPv3 Abrams, M2A4 Bradley Fighting Vehicle, M109A7 Paladin, AMPV",2024-09,-54.2,data_match,high,"이들은 대전차 기능을 갖춘 미국의 지상 전투 차량 및 장갑 전투 차량들이며, 이는 한국의 '대전차 무기' 기술과 일치합니다."
"['중형전술차량', '차기 표준차량(2.5톤/5톤급)']",2021-06,육상/지상,중형전술차량,Robotic Autonomous Systems (RAS) / Autonomous Ground Vehicle,2022-06,-1.0,data_match,high,"한국의 '중형전술차량'은 지상/육상 차량 기술이며, 이는 미국의 로봇 자율 시스템(RAS) 및 자율 지상 차량 기술과 일치합니다."
민수용 차량 도입,2012-12,육상/지상,민수용 차량 도입,ALIA electric aircraft,2023-10,-10.8,data_match,high,"두 기술 모두 군용 차량, 특히 지상 차량과 관련됩니다. ALIA 전기 항공기 기술은 플랫폼이 공중(공기 기반)이지만 여전히 군용 차량 기술의 더 넓은 범주에 속합니다."
"['K1A 기관단총', 'K-15 경기관총', 'K2C1 자동소총', 'KSPW(Korea Special Purpose Weapon)', '비살상용 권총']",2019-08,육상/지상,소총 개발,Multiple emerging defense technologies,2016-12,2.7,data_match,high,"'돌격소총 개발'(기관단총, 기관총, 비치명적 권총 포함)이라는 한국의 핵심 기술은 '다양한 신흥 국방기술'이라는 범주의 미국 기술과 대략적으로 일치할 수 있습니다. 정확한 일대일 대응은 아니지만, 이 범주는 미국에서 개발 중인 다양한 소형 화기 및 무기 기술을 포함할 것으로 보이므로 한국 핵심 기술에 대한 합리적인 대응으로 간주될 수 있습니다."
"인공지능(AI), 스마트 안전관리 체계",2019-08,육상/지상,인공지능(AI),Artificial Intelligence and Machine Learning,2020-05,-0.8,data_match,high,"한국의 '인공지능(AI)' 핵심 기술은 지상/지면 영역에서의 데이터 분석 및 의사결정 지원과 일치하며, 이는 다양한 AI 및 ML 응용 기술을 포괄하는 미국의 '인공지능 및 기계 학습' 기술과 일치합니다."
